quarantine_id,run_id,dataset,quarantine_timestamp,error_reasons,order_id,customer_id,product_id,quantity,unit_price,discount_rate,total_amount,order_date,order_status,payment_method
Q-pipe-20260817170515-c0ef-orders-00017,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0001058,CUST-000315,P-PRD-110,-5,3500.0,0.0,-17500.0,2026-04-24 21:30:53,Pending,Wallet
Q-pipe-20260817170515-c0ef-orders-00018,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0003075,CUST-000071,P-PRD-103,5,189.0,0.1,850.5,2026-07-04 13:00:05,Pending,Debit Card
Q-pipe-20260817170515-c0ef-orders-00019,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000313,CUST-000350,P-PRD-109,1,550.0,0.05,522.5,2026-08-16 01:17:55,Shipped,Credit Card
Q-pipe-20260817170515-c0ef-orders-00020,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0002088,CUST-000475,P-PRD-101,2,-2499.0,0.0,-4998.0,2026-04-13 23:11:47,Pending,Credit Card
Q-pipe-20260817170515-c0ef-orders-00021,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000070,CUST-000100,P-PRD-106,1,1200.0,0.1,1080.0,2026-07-19 04:36:26,Refunded,Credit Card
Q-pipe-20260817170515-c0ef-orders-00022,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0001071,CUST-000389,P-PRD-107,1,199.0,0.0,199.0,2026-99-99 25:99:99,Shipped,Net Banking
Q-pipe-20260817170515-c0ef-orders-00023,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0003119,CUST-000451,P-PRD-103,1,189.0,0.0,189.0,2026-99-99 25:99:99,Shipped,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00024,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0000561,CUST-ORPHAN-975304,P-PRD-112,2,179.0,0.05,340.1,2026-03-29 22:57:31,Pending,Credit Card
Q-pipe-20260817170515-c0ef-orders-00025,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0002611,CUST-000303,P-PRD-103,0,189.0,0.2,0.0,2026-05-07 12:50:52,Shipped,Net Banking
Q-pipe-20260817170515-c0ef-orders-00026,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0001590,CUST-000478,P-PRD-104,1,-299.0,0.05,-299.0,2026-08-11 18:11:36,Shipped,Debit Card
Q-pipe-20260817170515-c0ef-orders-00027,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0001591,CUST-000373,P-PRD-104,0,299.0,0.15,0.0,2026-08-15 13:23:01,Processing,UPI
Q-pipe-20260817170515-c0ef-orders-00028,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0003639,CUST-000138,P-PRD-111,1,249.0,0.0,249.0,2026-08-10 00:58:22,UNKNOWN_ERROR_STATUS,Net Banking
Q-pipe-20260817170515-c0ef-orders-00029,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0003641,CUST-000285,P-PRD-105,2,4500.0,0.0,9000.0,2026-04-12 18:12:10,UNKNOWN_ERROR_STATUS,Wallet
Q-pipe-20260817170515-c0ef-orders-00030,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0002622,CUST-000405,P-PRD-101,2,2499.0,0.05,4748.1,2026-05-29 23:17:09,UNKNOWN_ERROR_STATUS,Net Banking
Q-pipe-20260817170515-c0ef-orders-00031,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0001090,CUST-000204,P-PRD-109,1,550.0,0.0,550.0,2026-06-11 03:00:44,UNKNOWN_ERROR_STATUS,Credit Card
Q-pipe-20260817170515-c0ef-orders-00032,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000070,CUST-000197,P-PRD-109,2,550.0,0.0,1100.0,2026-08-13 10:59:27,Shipped,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00033,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0001097,CUST-000086,P-PRD-103,1,189.0,0.0,189.0,2026-99-99 25:99:99,Shipped,UPI
Q-pipe-20260817170515-c0ef-orders-00034,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000587,CUST-000097,P-PRD-109,2,550.0,0.1,990.0,2026-07-03 12:27:38,Refunded,Wallet
Q-pipe-20260817170515-c0ef-orders-00035,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0003578,CUST-000358,P-PRD-112,1,179.0,0.0,179.0,2026-99-99 25:99:99,Cancelled,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00036,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0003666,CUST-000223,P-PRD-103,1,-189.0,0.05,-189.0,2026-07-10 12:41:12,Pending,Net Banking
Q-pipe-20260817170515-c0ef-orders-00037,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0004700,CUST-000436,P-PRD-102,-1,899.0,0.0,-899.0,2026-05-10 15:14:19,Shipped,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00038,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0002141,CUST-000459,P-PRD-102,2,899.0,0.0,1798.0,2026-05-10 13:41:28,UNKNOWN_ERROR_STATUS,Credit Card
Q-pipe-20260817170515-c0ef-orders-00039,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0001118,CUST-000240,P-PRD-106,1,1200.0,0.0,1200.0,2026-06-04 09:52:57,UNKNOWN_ERROR_STATUS,Wallet
Q-pipe-20260817170515-c0ef-orders-00040,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0001120,CUST-000279,P-PRD-110,0,3500.0,0.0,0.0,2026-05-29 21:40:22,Shipped,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00041,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,customer_id is null | orphaned customer_id (not in customer master),ORD-0004194,,P-PRD-105,1,4500.0,0.1,4050.0,2026-04-27 01:34:53,Shipped,Net Banking
Q-pipe-20260817170515-c0ef-orders-00042,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0004706,CUST-ORPHAN-978795,P-PRD-112,1,179.0,0.05,170.05,2026-03-16 20:14:25,Cancelled,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00043,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0001636,CUST-000326,P-PRD-103,1,-189.0,0.0,-189.0,2026-06-25 19:49:13,Shipped,Wallet
Q-pipe-20260817170515-c0ef-orders-00044,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000103,CUST-000392,P-PRD-111,2,249.0,0.0,498.0,2026-08-16 09:00:58,Refunded,Debit Card
Q-pipe-20260817170515-c0ef-orders-00045,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000233,CUST-000410,P-PRD-109,1,550.0,0.0,550.0,2026-05-09 01:01:40,Processing,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00046,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0000109,CUST-ORPHAN-950197,P-PRD-112,1,179.0,0.05,170.05,2026-02-18 18:41:28,Completed,Debit Card
Q-pipe-20260817170515-c0ef-orders-00047,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,customer_id is null | orphaned customer_id (not in customer master),ORD-0004718,,P-PRD-104,1,299.0,0.0,299.0,2026-06-12 04:43:25,Shipped,UPI
Q-pipe-20260817170515-c0ef-orders-00048,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0003182,CUST-ORPHAN-916960,P-PRD-110,2,3500.0,0.05,6650.0,2026-06-08 10:38:31,Pending,Credit Card
Q-pipe-20260817170515-c0ef-orders-00049,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0002160,CUST-000379,P-PRD-101,2,2499.0,0.05,4748.1,2026-06-05 18:46:37,UNKNOWN_ERROR_STATUS,Debit Card
Q-pipe-20260817170515-c0ef-orders-00050,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0000115,CUST-ORPHAN-983354,P-PRD-104,2,299.0,0.0,598.0,2026-04-21 22:34:11,Completed,Net Banking
Q-pipe-20260817170515-c0ef-orders-00051,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0001654,CUST-ORPHAN-999922,P-PRD-110,2,3500.0,0.1,6300.0,2026-07-10 05:57:36,Pending,Debit Card
Q-pipe-20260817170515-c0ef-orders-00052,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0001657,CUST-000209,P-PRD-104,1,299.0,0.05,284.05,2026-99-99 25:99:99,Processing,Credit Card
Q-pipe-20260817170515-c0ef-orders-00053,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0003707,CUST-000014,P-PRD-106,1,1200.0,0.0,1200.0,2026-99-99 25:99:99,Pending,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00054,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0004223,CUST-000292,P-PRD-107,5,-199.0,0.0,-995.0,2026-04-13 06:32:35,Pending,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00055,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0002687,CUST-000010,P-PRD-110,1,3500.0,0.15,2975.0,2026-99-99 25:99:99,Processing,Debit Card
Q-pipe-20260817170515-c0ef-orders-00056,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,customer_id is null | orphaned customer_id (not in customer master),ORD-0003201,,P-PRD-101,1,2499.0,0.0,2499.0,2026-04-30 19:25:58,Completed,UPI
Q-pipe-20260817170515-c0ef-orders-00057,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0004736,CUST-ORPHAN-985387,P-PRD-112,1,179.0,0.0,179.0,2026-04-06 00:56:15,Refunded,Net Banking
Q-pipe-20260817170515-c0ef-orders-00058,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0000642,CUST-000359,P-PRD-106,4,1200.0,0.05,4560.0,2026-07-05 01:41:39,UNKNOWN_ERROR_STATUS,Net Banking
Q-pipe-20260817170515-c0ef-orders-00059,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0002693,CUST-000142,P-PRD-112,1,179.0,0.0,179.0,2026-04-09 21:43:04,UNKNOWN_ERROR_STATUS,Net Banking
Q-pipe-20260817170515-c0ef-orders-00060,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000008,CUST-000402,P-PRD-108,1,750.0,0.0,750.0,2026-05-12 07:13:41,Processing,Debit Card
Q-pipe-20260817170515-c0ef-orders-00061,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0000646,CUST-000260,P-PRD-102,-2,899.0,0.05,-1798.0,2026-07-09 04:59:06,Shipped,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00062,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0001166,CUST-000419,P-PRD-103,-3,189.0,0.0,-567.0,2026-06-11 16:45:00,Shipped,Credit Card
Q-pipe-20260817170515-c0ef-orders-00063,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0004751,CUST-000078,P-PRD-109,3,550.0,0.0,1650.0,2026-99-99 25:99:99,Processing,Wallet
Q-pipe-20260817170515-c0ef-orders-00064,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0000144,CUST-000419,P-PRD-103,1,189.0,0.05,179.55,2026-05-04 21:43:27,UNKNOWN_ERROR_STATUS,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00065,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,customer_id is null | orphaned customer_id (not in customer master),ORD-0000660,,P-PRD-105,2,4500.0,0.0,9000.0,2026-05-31 06:35:30,Pending,Wallet
Q-pipe-20260817170515-c0ef-orders-00066,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0004756,CUST-000469,P-PRD-107,1,199.0,0.15,169.15,2026-99-99 25:99:99,Completed,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00067,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0001292,CUST-000474,P-PRD-109,1,550.0,0.2,440.0,2026-03-28 13:32:04,Processing,Credit Card
Q-pipe-20260817170515-c0ef-orders-00068,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0002713,CUST-000210,P-PRD-102,4,899.0,0.0,3596.0,2026-05-15 10:34:28,Pending,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00069,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0001689,CUST-000189,P-PRD-101,3,-2499.0,0.0,-7497.0,2026-06-11 10:50:15,Shipped,Wallet
Q-pipe-20260817170515-c0ef-orders-00070,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0004764,CUST-ORPHAN-983714,P-PRD-103,2,189.0,0.0,378.0,2026-04-03 01:58:02,Refunded,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00071,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0002208,CUST-000191,P-PRD-110,1,3500.0,0.0,3500.0,2026-99-99 25:99:99,Completed,Debit Card
Q-pipe-20260817170515-c0ef-orders-00072,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0003233,CUST-000087,P-PRD-105,3,4500.0,0.0,13500.0,2026-99-99 25:99:99,Refunded,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00073,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0004258,CUST-000004,P-PRD-102,1,899.0,0.0,899.0,2026-05-22 07:32:01,Cancelled,Wallet
Q-pipe-20260817170515-c0ef-orders-00074,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0001184,CUST-ORPHAN-905847,P-PRD-106,5,1200.0,0.15,5100.0,2026-05-25 10:13:29,Processing,Wallet
Q-pipe-20260817170515-c0ef-orders-00075,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0002724,CUST-000086,P-PRD-109,2,-550.0,0.0,-1100.0,2026-05-20 07:03:05,Pending,UPI
Q-pipe-20260817170515-c0ef-orders-00076,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0001195,CUST-000215,P-PRD-105,3,4500.0,0.05,12825.0,2026-06-18 20:45:53,Pending,Credit Card
Q-pipe-20260817170515-c0ef-orders-00077,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0002731,CUST-000422,P-PRD-109,0,550.0,0.05,0.0,2026-05-01 15:57:54,Refunded,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00078,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0001707,CUST-000359,P-PRD-106,2,-1200.0,0.0,-2400.0,2026-04-02 04:21:57,Processing,Credit Card
Q-pipe-20260817170515-c0ef-orders-00079,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0004785,CUST-000202,P-PRD-107,2,-199.0,0.1,-398.0,2026-06-19 02:40:29,Completed,Debit Card
Q-pipe-20260817170515-c0ef-orders-00080,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0000692,CUST-000012,P-PRD-102,0,899.0,0.0,0.0,2026-08-17 09:17:57,Shipped,Net Banking
Q-pipe-20260817170515-c0ef-orders-00081,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0000182,CUST-ORPHAN-973591,P-PRD-108,1,750.0,0.0,750.0,2026-07-28 07:32:51,Cancelled,Credit Card
Q-pipe-20260817170515-c0ef-orders-00082,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0004792,CUST-ORPHAN-931500,P-PRD-105,1,4500.0,0.1,4050.0,2026-06-30 01:27:47,Cancelled,Debit Card
Q-pipe-20260817170515-c0ef-orders-00083,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0000697,CUST-000243,P-PRD-102,1,899.0,0.15,764.15,2026-99-99 25:99:99,Refunded,Net Banking
Q-pipe-20260817170515-c0ef-orders-00084,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000187,CUST-000299,P-PRD-112,10,179.0,0.1,1611.0,2026-05-17 01:11:01,Refunded,Wallet
Q-pipe-20260817170515-c0ef-orders-00085,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0003261,CUST-000499,P-PRD-106,2,1200.0,0.05,2280.0,2026-99-99 25:99:99,Cancelled,UPI
Q-pipe-20260817170515-c0ef-orders-00086,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0004800,CUST-000206,P-PRD-109,4,-550.0,0.05,-2200.0,2026-03-14 18:57:04,Cancelled,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00087,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0002242,CUST-000118,P-PRD-109,4,-550.0,0.1,-2200.0,2026-08-05 13:32:17,Processing,Debit Card
Q-pipe-20260817170515-c0ef-orders-00088,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000195,CUST-000108,P-PRD-103,2,189.0,0.0,378.0,2026-03-12 21:47:57,Cancelled,Net Banking
Q-pipe-20260817170515-c0ef-orders-00089,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0004291,CUST-000442,P-PRD-107,1,-199.0,0.1,-199.0,2026-07-22 17:26:42,Processing,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00090,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0000194,CUST-000093,P-PRD-102,1,899.0,0.05,854.05,2026-99-99 25:99:99,Refunded,Credit Card
Q-pipe-20260817170515-c0ef-orders-00091,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0001220,CUST-000066,P-PRD-108,3,750.0,0.1,2025.0,2026-99-99 25:99:99,Refunded,Debit Card
Q-pipe-20260817170515-c0ef-orders-00092,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000187,CUST-000352,P-PRD-103,1,189.0,0.15,160.65,2026-05-20 23:56:53,Pending,Net Banking
Q-pipe-20260817170515-c0ef-orders-00093,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0000717,CUST-ORPHAN-951117,P-PRD-106,4,1200.0,0.1,4320.0,2026-06-02 00:16:15,Processing,Credit Card
Q-pipe-20260817170515-c0ef-orders-00094,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0001743,CUST-ORPHAN-985028,P-PRD-104,4,299.0,0.0,1196.0,2026-04-07 17:13:23,Cancelled,UPI
Q-pipe-20260817170515-c0ef-orders-00095,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,customer_id is null | orphaned customer_id (not in customer master),ORD-0003792,,P-PRD-108,1,750.0,0.0,750.0,2026-04-28 09:01:17,Completed,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00096,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0001446,CUST-000104,P-PRD-107,4,199.0,0.0,796.0,2026-02-27 02:26:32,Processing,Credit Card
Q-pipe-20260817170515-c0ef-orders-00097,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0003287,CUST-000324,P-PRD-111,4,-249.0,0.05,-996.0,2026-02-21 18:25:41,Processing,Net Banking
Q-pipe-20260817170515-c0ef-orders-00098,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0002779,CUST-000109,P-PRD-105,0,4500.0,0.0,0.0,2026-07-20 12:12:44,Pending,Wallet
Q-pipe-20260817170515-c0ef-orders-00099,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0001244,CUST-000254,P-PRD-103,2,-189.0,0.0,-378.0,2026-03-26 13:00:23,Shipped,Net Banking
Q-pipe-20260817170515-c0ef-orders-00100,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0001757,CUST-000009,P-PRD-108,1,750.0,0.05,712.5,2026-99-99 25:99:99,Pending,Net Banking
Q-pipe-20260817170515-c0ef-orders-00101,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0001243,CUST-000066,P-PRD-101,1,2499.0,0.05,2374.05,2026-04-02 00:16:25,UNKNOWN_ERROR_STATUS,Credit Card
